titulo,ano,link,numeros
Educação & Realidade,2018,/j/edreal/i/2018.v43n1/ ; /j/edreal/i/2018.v43n2/ ; /j/edreal/i/2018.v43n3/ ; /j/edreal/i/2018.v43n4/,4
Educação & Realidade,2017,/j/edreal/i/2017.v42n2/ ; /j/edreal/i/2017.v42n3/ ; /j/edreal/i/2017.v42n4/ ; /j/edreal/i/2017.v42n1/,4
Educação & Realidade,2016,/j/edreal/i/2016.v41n1/ ; /j/edreal/i/2016.v41n2/ ; /j/edreal/i/2016.v41n3/ ; /j/edreal/i/2016.v41n4/ ; /j/edreal/i/2016.v41nspe/,5
Educação & Realidade,2015,/j/edreal/i/2015.v40n1/ ; /j/edreal/i/2015.v40n2/ ; /j/edreal/i/2015.v40n3/ ; /j/edreal/i/2015.v40n4/,4
Educação & Realidade,2014,/j/edreal/i/2014.v39n1/ ; /j/edreal/i/2014.v39n2/ ; /j/edreal/i/2014.v39n3/ ; /j/edreal/i/2014.v39n4/,4
Educação & Realidade,2013,/j/edreal/i/2013.v38n1/ ; /j/edreal/i/2013.v38n2/ ; /j/edreal/i/2013.v38n3/ ; /j/edreal/i/2013.v38n4/,4
Educação & Realidade,2012,/j/edreal/i/2012.v37n1/ ; /j/edreal/i/2012.v37n2/ ; /j/edreal/i/2012.v37n3/,3
Educação & Sociedade,2021,/j/es/i/2021.v42/,1
Educação & Sociedade,2020,/j/es/i/2020.v41/,1
Educação & Sociedade,2019,/j/es/i/2019.v40/,1
Educação & Sociedade,2018,/j/es/i/2018.v39n142/ ; /j/es/i/2018.v39n143/ ; /j/es/i/2018.v39n144/ ; /j/es/i/2018.v39n145/,4
Educação & Sociedade,2017,/j/es/i/2017.v38n138/ ; /j/es/i/2017.v38n139/ ; /j/es/i/2017.v38n140/ ; /j/es/i/2017.v38n141/,4
Educação & Sociedade,2016,/j/es/i/2016.v37n134/ ; /j/es/i/2016.v37n135/ ; /j/es/i/2016.v37n136/ ; /j/es/i/2016.v37n137/,4
Educação & Sociedade,2015,/j/es/i/2015.v36n130/ ; /j/es/i/2015.v36n131/ ; /j/es/i/2015.v36n132/ ; /j/es/i/2015.v36n133/,4
Educação & Sociedade,2014,/j/es/i/2014.v35n126/ ; /j/es/i/2014.v35n127/ ; /j/es/i/2014.v35n128/ ; /j/es/i/2014.v35n129/,4
Educação & Sociedade,2013,/j/es/i/2013.v34n122/ ; /j/es/i/2013.v34n123/ ; /j/es/i/2013.v34n124/ ; /j/es/i/2013.v34n125/,4
Educação & Sociedade,2012,/j/es/i/2012.v33n118/ ; /j/es/i/2012.v33n119/ ; /j/es/i/2012.v33n120/ ; /j/es/i/2012.v33n121/,4
Educação & Sociedade,2011,/j/es/i/2011.v32n114/ ; /j/es/i/2011.v32n115/ ; /j/es/i/2011.v32n116/ ; /j/es/i/2011.v32n117/,4
Educação & Sociedade,2010,/j/es/i/2010.v31n110/ ; /j/es/i/2010.v31n111/ ; /j/es/i/2010.v31n112/ ; /j/es/i/2010.v31n113/,4
Educação & Sociedade,2009,/j/es/i/2009.v30n106/ ; /j/es/i/2009.v30n107/ ; /j/es/i/2009.v30n108/ ; /j/es/i/2009.v30n109/,4
Educação & Sociedade,2008,/j/es/i/2008.v29n102/ ; /j/es/i/2008.v29n103/ ; /j/es/i/2008.v29n104/ ; /j/es/i/2008.v29n105/,4
Educação & Sociedade,2007,/j/es/i/2007.v28n98/ ; /j/es/i/2007.v28n99/ ; /j/es/i/2007.v28n100/ ; /j/es/i/2007.v28n101/,4
Educação & Sociedade,2006,/j/es/i/2006.v27n94/ ; /j/es/i/2006.v27n95/ ; /j/es/i/2006.v27n96/ ; /j/es/i/2006.v27n97/,4
Educação & Sociedade,2005,/j/es/i/2005.v26n90/ ; /j/es/i/2005.v26n91/ ; /j/es/i/2005.v26n92/ ; /j/es/i/2005.v26n93/,4
Educação & Sociedade,2004,/j/es/i/2004.v25n86/ ; /j/es/i/2004.v25n87/ ; /j/es/i/2004.v25n88/ ; /j/es/i/2004.v25n89/,4
Educação & Sociedade,2003,/j/es/i/2003.v24n82/ ; /j/es/i/2003.v24n83/ ; /j/es/i/2003.v24n84/ ; /j/es/i/2003.v24n85/,4
Educação & Sociedade,2002,/j/es/i/2002.v23n78/ ; /j/es/i/2002.v23n79/ ; /j/es/i/2002.v23n80/ ; /j/es/i/2002.v23n81/,4
Educação & Sociedade,2001,/j/es/i/2001.v22n74/ ; /j/es/i/2001.v22n75/ ; /j/es/i/2001.v22n76/ ; /j/es/i/2001.v22n77/,4
Educação & Sociedade,2000,/j/es/i/2000.v21n70/ ; /j/es/i/2000.v21n71/ ; /j/es/i/2000.v21n72/ ; /j/es/i/2000.v21n73/,4
Educação & Sociedade,1999,/j/es/i/1999.v20n66/ ; /j/es/i/1999.v20n67/ ; /j/es/i/1999.v20n68/ ; /j/es/i/1999.v20n69/,4
Educação & Sociedade,1998,/j/es/i/1998.v19n62/ ; /j/es/i/1998.v19n63/ ; /j/es/i/1998.v19n64/ ; /j/es/i/1998.v19n65/,4
Educação & Sociedade,1997,/j/es/i/1997.v18n58/ ; /j/es/i/1997.v18n59/ ; /j/es/i/1997.v18n60/ ; /j/es/i/1997.v18n61/,4
Educar em Revista,2021,/j/er/i/2021.v37/,1
Educar em Revista,2020,/j/er/i/2020.v36/,1
Educar em Revista,2019,/j/er/i/2019.v35n73/ ; /j/er/i/2019.v35n74/ ; /j/er/i/2019.v35n75/ ; /j/er/i/2019.v35n76/ ; /j/er/i/2019.v35n77/ ; /j/er/i/2019.v35n78/,6
Educar em Revista,2018,/j/er/i/2018.v34n67/ ; /j/er/i/2018.v34n68/ ; /j/er/i/2018.v34n69/ ; /j/er/i/2018.v34n70/ ; /j/er/i/2018.v34n71/ ; /j/er/i/2018.v34n72/,6
Educar em Revista,2017,/j/er/i/2017.n63/ ; /j/er/i/2017.n64/ ; /j/er/i/2017.n65/ ; /j/er/i/2017.n66/ ; /j/er/i/2017.nspe.1/ ; /j/er/i/2017.nspe.2/ ; /j/er/i/2017.nspe.3/,7
Educar em Revista,2016,/j/er/i/2016.n59/ ; /j/er/i/2016.n60/ ; /j/er/i/2016.n61/ ; /j/er/i/2016.n62/,4
Educar em Revista,2015,/j/er/i/2015.n55/ ; /j/er/i/2015.n56/ ; /j/er/i/2015.n57/ ; /j/er/i/2015.n58/ ; /j/er/i/2015.nspe1/,5
Educar em Revista,2014,/j/er/i/2014.n51/ ; /j/er/i/2014.n52/ ; /j/er/i/2014.n53/ ; /j/er/i/2014.n54/ ; /j/er/i/2014.nspe-1/ ; /j/er/i/2014.nspe-2/ ; /j/er/i/2014.nspe3/ ; /j/er/i/2014.nspe4/,8
Educar em Revista,2013,/j/er/i/2013.n47/ ; /j/er/i/2013.n48/ ; /j/er/i/2013.n49/ ; /j/er/i/2013.n50/,4
Educar em Revista,2012,/j/er/i/2012.n43/ ; /j/er/i/2012.n44/ ; /j/er/i/2012.n45/ ; /j/er/i/2012.n46/,4
Educar em Revista,2011,/j/er/i/2011.n39/ ; /j/er/i/2011.n40/ ; /j/er/i/2011.n41/ ; /j/er/i/2011.nse1/ ; /j/er/i/2011.n42/,5
Educar em Revista,2010,/j/er/i/2010.n36/ ; /j/er/i/2010.n37/ ; /j/er/i/2010.n38/ ; /j/er/i/2010.nspe_1/ ; /j/er/i/2010.nspe2/,5
Educar em Revista,2009,/j/er/i/2009.n33/ ; /j/er/i/2009.n34/ ; /j/er/i/2009.n35/,3
Educar em Revista,2008,/j/er/i/2008.n31/ ; /j/er/i/2008.n32/,2
Educar em Revista,2007,/j/er/i/2007.n29/ ; /j/er/i/2007.n30/,2
Educar em Revista,2006,/j/er/i/2006.n27/ ; /j/er/i/2006.n28/ ; /j/er/i/2006.nspe/,3
Educar em Revista,2005,/j/er/i/2005.n25/ ; /j/er/i/2005.n26/,2
Educar em Revista,2004,/j/er/i/2004.n23/ ; /j/er/i/2004.n24/,2
Educar em Revista,2003,/j/er/i/2003.n21/ ; /j/er/i/2003.n22/ ; /j/er/i/2003.nspe_/,3
Educar em Revista,2002,/j/er/i/2002.n19/ ; /j/er/i/2002.n20/,2
Educar em Revista,2001,/j/er/i/2001.n17/ ; /j/er/i/2001.n18/,2
Educar em Revista,2000,/j/er/i/2000.n16/,1
Educar em Revista,1999,/j/er/i/1999.n15/,1
Educar em Revista,1998,/j/er/i/1998.n14/,1
Educar em Revista,1997,/j/er/i/1997.n13/,1
Educar em Revista,1996,/j/er/i/1996.n12/,1
Educar em Revista,1995,/j/er/i/1995.n11/,1
Educar em Revista,1994,/j/er/i/1994.n10/,1
Educar em Revista,1993,/j/er/i/1993.n9/,1
Educar em Revista,1989,/j/er/i/1989.n8/,1
Educar em Revista,1988,/j/er/i/1988.n7/,1
Educar em Revista,1987,/j/er/i/1987.n6/,1
Educar em Revista,1986,/j/er/i/1986.n5/,1
Educar em Revista,1985,/j/er/i/1985.n4/,1
Educar em Revista,1984,/j/er/i/1984.n3/,1
Educar em Revista,1982,/j/er/i/1982.n2/,1
Educar em Revista,1981,/j/er/i/1981.n1/,1
Ensaio: Avaliação e Políticas Públicas em Educação,2021,/j/ensaio/i/2021.v29n110/ ; /j/ensaio/i/2021.v29n111/,2
Ensaio: Avaliação e Políticas Públicas em Educação,2020,/j/ensaio/i/2020.v28n106/ ; /j/ensaio/i/2020.v28n107/ ; /j/ensaio/i/2020.v28n108/ ; /j/ensaio/i/2020.v28n109/,4
Ensaio: Avaliação e Políticas Públicas em Educação,2019,/j/ensaio/i/2019.v27n102/ ; /j/ensaio/i/2019.v27n103/ ; /j/ensaio/i/2019.v27n104/ ; /j/ensaio/i/2019.v27n105/,4
Ensaio: Avaliação e Políticas Públicas em Educação,2018,/j/ensaio/i/2018.v26n98/ ; /j/ensaio/i/2018.v26n99/ ; /j/ensaio/i/2018.v26n100/ ; /j/ensaio/i/2018.v26n101/,4
Ensaio: Avaliação e Políticas Públicas em Educação,2017,/j/ensaio/i/2017.v25n94/ ; /j/ensaio/i/2017.v25n95/ ; /j/ensaio/i/2017.v25n96/ ; /j/ensaio/i/2017.v25n97/,4
Ensaio: Avaliação e Políticas Públicas em Educação,2016,/j/ensaio/i/2016.v24n90/ ; /j/ensaio/i/2016.v24n91/ ; /j/ensaio/i/2016.v24n92/ ; /j/ensaio/i/2016.v24n93/,4
Ensaio: Avaliação e Políticas Públicas em Educação,2015,/j/ensaio/i/2015.v23n86/ ; /j/ensaio/i/2015.v23n87/ ; /j/ensaio/i/2015.v23n88/ ; /j/ensaio/i/2015.v23n89/,4
Ensaio: Avaliação e Políticas Públicas em Educação,2014,/j/ensaio/i/2014.v22n82/ ; /j/ensaio/i/2014.v22n83/ ; /j/ensaio/i/2014.v22n84/ ; /j/ensaio/i/2014.v22n85/,4
Ensaio: Avaliação e Políticas Públicas em Educação,2013,/j/ensaio/i/2013.v21n78/ ; /j/ensaio/i/2013.v21n79/ ; /j/ensaio/i/2013.v21n80/ ; /j/ensaio/i/2013.v21n81/,4
Ensaio: Avaliação e Políticas Públicas em Educação,2012,/j/ensaio/i/2012.v20n74/ ; /j/ensaio/i/2012.v20n75/ ; /j/ensaio/i/2012.v20n76/ ; /j/ensaio/i/2012.v20n77/,4
Ensaio: Avaliação e Políticas Públicas em Educação,2011,/j/ensaio/i/2011.v19n70/ ; /j/ensaio/i/2011.v19n71/ ; /j/ensaio/i/2011.v19n72/ ; /j/ensaio/i/2011.v19n73/,4
Ensaio: Avaliação e Políticas Públicas em Educação,2010,/j/ensaio/i/2010.v18n66/ ; /j/ensaio/i/2010.v18n67/ ; /j/ensaio/i/2010.v18n68/ ; /j/ensaio/i/2010.v18n69/,4
Ensaio: Avaliação e Políticas Públicas em Educação,2009,/j/ensaio/i/2009.v17n62/ ; /j/ensaio/i/2009.v17n63/ ; /j/ensaio/i/2009.v17n64/ ; /j/ensaio/i/2009.v17n65/,4
Ensaio: Avaliação e Políticas Públicas em Educação,2008,/j/ensaio/i/2008.v16n58/ ; /j/ensaio/i/2008.v16n59/ ; /j/ensaio/i/2008.v16n60/ ; /j/ensaio/i/2008.v16n61/,4
Ensaio: Avaliação e Políticas Públicas em Educação,2007,/j/ensaio/i/2007.v15n54/ ; /j/ensaio/i/2007.v15n55/ ; /j/ensaio/i/2007.v15n56/ ; /j/ensaio/i/2007.v15n57/,4
Ensaio: Avaliação e Políticas Públicas em Educação,2006,/j/ensaio/i/2006.v14n50/ ; /j/ensaio/i/2006.v14n51/ ; /j/ensaio/i/2006.v14n52/ ; /j/ensaio/i/2006.v14n53/,4
Ensaio: Avaliação e Políticas Públicas em Educação,2005,/j/ensaio/i/2005.v13n46/ ; /j/ensaio/i/2005.v13n47/ ; /j/ensaio/i/2005.v13n48/ ; /j/ensaio/i/2005.v13n49/,4
Ensaio: Avaliação e Políticas Públicas em Educação,2004,/j/ensaio/i/2004.v12n45/,1
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2021,/j/epec/i/2021.v23/,1
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2020,/j/epec/i/2020.v22/,1
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2019,/j/epec/i/2019.v21/,1
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2018,/j/epec/i/2018.v20/,1
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2017,/j/epec/i/2017.v19/,1
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2016,/j/epec/i/2016.v18n1/ ; /j/epec/i/2016.v18n2/ ; /j/epec/i/2016.v18n3/,3
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2015,/j/epec/i/2015.v17n1/ ; /j/epec/i/2015.v17n2/ ; /j/epec/i/2015.v17n3/ ; /j/epec/i/2015.v17nspe/,4
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2014,/j/epec/i/2014.v16n1/ ; /j/epec/i/2014.v16n2/ ; /j/epec/i/2014.v16n3/,3
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2013,/j/epec/i/2013.v15n1/ ; /j/epec/i/2013.v15n2/ ; /j/epec/i/2013.v15n3/,3
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2012,/j/epec/i/2012.v14n1/ ; /j/epec/i/2012.v14n2/ ; /j/epec/i/2012.v14n3/,3
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2011,/j/epec/i/2011.v13n1/ ; /j/epec/i/2011.v13n2/ ; /j/epec/i/2011.v13n3/,3
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2010,/j/epec/i/2010.v12n1/ ; /j/epec/i/2010.v12n2/ ; /j/epec/i/2010.v12n3/,3
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2009,/j/epec/i/2009.v11n1/ ; /j/epec/i/2009.v11n2/,2
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2008,/j/epec/i/2008.v10n1/ ; /j/epec/i/2008.v10n2/,2
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2007,/j/epec/i/2007.v9n1/ ; /j/epec/i/2007.v9n2/,2
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2006,/j/epec/i/2006.v8n1/ ; /j/epec/i/2006.v8n2/,2
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2005,/j/epec/i/2005.v7n1/ ; /j/epec/i/2005.v7n2/ ; /j/epec/i/2005.v7n3/,3
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2004,/j/epec/i/2004.v6n1/ ; /j/epec/i/2004.v6n2/,2
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2003,/j/epec/i/2003.v5n1/ ; /j/epec/i/2003.v5n2/,2
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2002,/j/epec/i/2002.v4n1/ ; /j/epec/i/2002.v4n2/,2
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2001,/j/epec/i/2001.v3n1/ ; /j/epec/i/2001.v3n2/,2
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),2000,/j/epec/i/2000.v2n1/ ; /j/epec/i/2000.v2n2/,2
Ensaio Pesquisa em Educação em Ciências (Belo Horizonte),1999,/j/epec/i/1999.v1n1/,1
Estudos Avançados,2021,/j/ea/i/2021.v35n101/,1
Estudos Avançados,2020,/j/ea/i/2020.v34n98/ ; /j/ea/i/2020.v34n99/ ; /j/ea/i/2020.v34n100/,3
Estudos Avançados,2019,/j/ea/i/2019.v33n95/ ; /j/ea/i/2019.v33n96/ ; /j/ea/i/2019.v33n97/,3
Estudos Avançados,2018,/j/ea/i/2018.v32n92/ ; /j/ea/i/2018.v32n93/ ; /j/ea/i/2018.v32n94/,3
Estudos Avançados,2017,/j/ea/i/2017.v31n89/ ; /j/ea/i/2017.v31n90/ ; /j/ea/i/2017.v31n91/,3
Estudos Avançados,2016,/j/ea/i/2016.v30n86/ ; /j/ea/i/2016.v30n87/ ; /j/ea/i/2016.v30n88/,3
Estudos Avançados,2015,/j/ea/i/2015.v29n83/ ; /j/ea/i/2015.v29n84/ ; /j/ea/i/2015.v29n85/,3
Estudos Avançados,2014,/j/ea/i/2014.v28n80/ ; /j/ea/i/2014.v28n81/ ; /j/ea/i/2014.v28n82/,3
Estudos Avançados,2013,/j/ea/i/2013.v27n77/ ; /j/ea/i/2013.v27n78/ ; /j/ea/i/2013.v27n79/,3
Estudos Avançados,2012,/j/ea/i/2012.v26n74/ ; /j/ea/i/2012.v26n75/ ; /j/ea/i/2012.v26n76/,3
Estudos Avançados,2011,/j/ea/i/2011.v25n71/ ; /j/ea/i/2011.v25n72/ ; /j/ea/i/2011.v25n73/,3
Estudos Avançados,2010,/j/ea/i/2010.v24n68/ ; /j/ea/i/2010.v24n69/ ; /j/ea/i/2010.v24n70/,3
Estudos Avançados,2009,/j/ea/i/2009.v23n65/ ; /j/ea/i/2009.v23n66/ ; /j/ea/i/2009.v23n67/,3
Estudos Avançados,2008,/j/ea/i/2008.v22n62/ ; /j/ea/i/2008.v22n63/ ; /j/ea/i/2008.v22n64/,3
Estudos Avançados,2007,/j/ea/i/2007.v21n59/ ; /j/ea/i/2007.v21n60/ ; /j/ea/i/2007.v21n61/,3
Estudos Avançados,2006,/j/ea/i/2006.v20n56/ ; /j/ea/i/2006.v20n57/ ; /j/ea/i/2006.v20n58/,3
Estudos Avançados,2005,/j/ea/i/2005.v19n53/ ; /j/ea/i/2005.v19n54/ ; /j/ea/i/2005.v19n55/,3
Estudos Avançados,2004,/j/ea/i/2004.v18n50/ ; /j/ea/i/2004.v18n51/ ; /j/ea/i/2004.v18n52/,3
Estudos Avançados,2003,/j/ea/i/2003.v17n47/ ; /j/ea/i/2003.v17n48/ ; /j/ea/i/2003.v17n49/,3
Estudos Avançados,2002,/j/ea/i/2002.v16n44/ ; /j/ea/i/2002.v16n45/ ; /j/ea/i/2002.v16n46/,3
Estudos Avançados,2001,/j/ea/i/2001.v15n41/ ; /j/ea/i/2001.v15n42/ ; /j/ea/i/2001.v15n43/,3
Estudos Avançados,2000,/j/ea/i/2000.v14n38/ ; /j/ea/i/2000.v14n39/ ; /j/ea/i/2000.v14n40/,3
Estudos Avançados,1999,/j/ea/i/1999.v13n35/ ; /j/ea/i/1999.v13n36/ ; /j/ea/i/1999.v13n37/,3
Estudos Avançados,1998,/j/ea/i/1998.v12n32/ ; /j/ea/i/1998.v12n33/ ; /j/ea/i/1998.v12n34/,3
Estudos Avançados,1997,/j/ea/i/1997.v11n29/ ; /j/ea/i/1997.v11n30/ ; /j/ea/i/1997.v11n31/,3
Estudos Avançados,1996,/j/ea/i/1996.v10n26/ ; /j/ea/i/1996.v10n27/ ; /j/ea/i/1996.v10n28/,3
Estudos Avançados,1995,/j/ea/i/1995.v9n23/ ; /j/ea/i/1995.v9n24/ ; /j/ea/i/1995.v9n25/,3
Estudos Avançados,1994,/j/ea/i/1994.v8n20/ ; /j/ea/i/1994.v8n21/ ; /j/ea/i/1994.v8n22/,3
Estudos Avançados,1993,/j/ea/i/1993.v7n17/ ; /j/ea/i/1993.v7n18/ ; /j/ea/i/1993.v7n19/,3
Estudos Avançados,1992,/j/ea/i/1992.v6n14/ ; /j/ea/i/1992.v6n15/ ; /j/ea/i/1992.v6n16/,3
Estudos Avançados,1991,/j/ea/i/1991.v5n11/ ; /j/ea/i/1991.v5n12/ ; /j/ea/i/1991.v5n13/,3
Estudos Avançados,1990,/j/ea/i/1990.v4n8/ ; /j/ea/i/1990.v4n9/ ; /j/ea/i/1990.v4n10/,3
Estudos Avançados,1989,/j/ea/i/1989.v3n5/ ; /j/ea/i/1989.v3n6/ ; /j/ea/i/1989.v3n7/,3
Estudos Avançados,1988,/j/ea/i/1988.v2n1/ ; /j/ea/i/1988.v2n2/ ; /j/ea/i/1988.v2n3/,3
Estudos Avançados,1987,/j/ea/i/1987.v1n1/,1
Estudos de Psicologia (Campinas),2021,/j/estpsi/i/2021.v38/,1
Estudos de Psicologia (Campinas),2020,/j/estpsi/i/2020.v37/,1
Estudos de Psicologia (Campinas),2019,/j/estpsi/i/2019.v36/,1
Estudos de Psicologia (Campinas),2018,/j/estpsi/i/2018.v35n1/ ; /j/estpsi/i/2018.v35n2/ ; /j/estpsi/i/2018.v35n3/ ; /j/estpsi/i/2018.v35n4/,4
Estudos de Psicologia (Campinas),2017,/j/estpsi/i/2017.v34n1/ ; /j/estpsi/i/2017.v34n2/ ; /j/estpsi/i/2017.v34n3/ ; /j/estpsi/i/2017.v34n4/,4
Estudos de Psicologia (Campinas),2016,/j/estpsi/i/2016.v33n1/ ; /j/estpsi/i/2016.v33n2/ ; /j/estpsi/i/2016.v33n3/ ; /j/estpsi/i/2016.v33n4/,4
Estudos de Psicologia (Campinas),2015,/j/estpsi/i/2015.v32n1/ ; /j/estpsi/i/2015.v32n2/ ; /j/estpsi/i/2015.v32n3/ ; /j/estpsi/i/2015.v32n4/,4
Estudos de Psicologia (Campinas),2014,/j/estpsi/i/2014.v31n1/ ; /j/estpsi/i/2014.v31n2/ ; /j/estpsi/i/2014.v31n3/ ; /j/estpsi/i/2014.v31n4/,4
Estudos de Psicologia (Campinas),2013,/j/estpsi/i/2013.v30n1/ ; /j/estpsi/i/2013.v30n2/ ; /j/estpsi/i/2013.v30n3/ ; /j/estpsi/i/2013.v30n4/,4
Estudos de Psicologia (Campinas),2012,/j/estpsi/i/2012.v29n1/ ; /j/estpsi/i/2012.v29n2/ ; /j/estpsi/i/2012.v29n3/ ; /j/estpsi/i/2012.v29n4/ ; /j/estpsi/i/2012.v29suppl1/,5
Estudos de Psicologia (Campinas),2011,/j/estpsi/i/2011.v28n1/ ; /j/estpsi/i/2011.v28n2/ ; /j/estpsi/i/2011.v28n3/ ; /j/estpsi/i/2011.v28n4/,4
Estudos de Psicologia (Campinas),2010,/j/estpsi/i/2010.v27n1/ ; /j/estpsi/i/2010.v27n2/ ; /j/estpsi/i/2010.v27n3/ ; /j/estpsi/i/2010.v27n4/,4
Estudos de Psicologia (Campinas),2009,/j/estpsi/i/2009.v26n1/ ; /j/estpsi/i/2009.v26n2/ ; /j/estpsi/i/2009.v26n3/ ; /j/estpsi/i/2009.v26n4/,4
Estudos de Psicologia (Campinas),2008,/j/estpsi/i/2008.v25n1/ ; /j/estpsi/i/2008.v25n2/ ; /j/estpsi/i/2008.v25n3/ ; /j/estpsi/i/2008.v25n4/,4
Estudos de Psicologia (Campinas),2007,/j/estpsi/i/2007.v24n1/ ; /j/estpsi/i/2007.v24n2/ ; /j/estpsi/i/2007.v24n3/ ; /j/estpsi/i/2007.v24n4/,4
Estudos de Psicologia (Campinas),2006,/j/estpsi/i/2006.v23n1/ ; /j/estpsi/i/2006.v23n2/ ; /j/estpsi/i/2006.v23n3/ ; /j/estpsi/i/2006.v23n4/,4
Estudos de Psicologia (Campinas),2005,/j/estpsi/i/2005.v22n1/ ; /j/estpsi/i/2005.v22n2/ ; /j/estpsi/i/2005.v22n3/ ; /j/estpsi/i/2005.v22n4/,4
Estudos de Psicologia (Campinas),2004,/j/estpsi/i/2004.v21n1/ ; /j/estpsi/i/2004.v21n2/ ; /j/estpsi/i/2004.v21n3/,3
Estudos de Psicologia (Campinas),2003,/j/estpsi/i/2003.v20n1/ ; /j/estpsi/i/2003.v20n2/ ; /j/estpsi/i/2003.v20n3/,3
Estudos de Psicologia (Campinas),2002,/j/estpsi/i/2002.v19n1/ ; /j/estpsi/i/2002.v19n2/ ; /j/estpsi/i/2002.v19n3/,3
Estudos de Psicologia (Campinas),2001,/j/estpsi/i/2001.v18n1/ ; /j/estpsi/i/2001.v18n2/ ; /j/estpsi/i/2001.v18n3/,3
Estudos de Psicologia (Campinas),2000,/j/estpsi/i/2000.v17n1/ ; /j/estpsi/i/2000.v17n2/ ; /j/estpsi/i/2000.v17n3/,3
Estudos de Psicologia (Campinas),1999,/j/estpsi/i/1999.v16n1/ ; /j/estpsi/i/1999.v16n2/ ; /j/estpsi/i/1999.v16n3/,3
Estudos de Psicologia (Campinas),1998,/j/estpsi/i/1998.v15n1/ ; /j/estpsi/i/1998.v15n2/ ; /j/estpsi/i/1998.v15n3/,3
Estudos de Psicologia (Campinas),1997,/j/estpsi/i/1997.v14n1/ ; /j/estpsi/i/1997.v14n2/ ; /j/estpsi/i/1997.v14n3/,3
Estudos Históricos (Rio de Janeiro),2021,/j/eh/i/2021.v34n72/,1
Estudos Históricos (Rio de Janeiro),2020,/j/eh/i/2020.v33n69/ ; /j/eh/i/2020.v33n70/ ; /j/eh/i/2020.v33n71/,3
Estudos Históricos (Rio de Janeiro),2019,/j/eh/i/2019.v32n66/ ; /j/eh/i/2019.v32n67/ ; /j/eh/i/2019.v32n68/,3
Estudos Históricos (Rio de Janeiro),2018,/j/eh/i/2018.v31n63/ ; /j/eh/i/2018.v31n64/ ; /j/eh/i/2018.v31n65/,3
Estudos Históricos (Rio de Janeiro),2017,/j/eh/i/2017.v30n60/ ; /j/eh/i/2017.v30n61/ ; /j/eh/i/2017.v30n62/,3
Estudos Históricos (Rio de Janeiro),2016,/j/eh/i/2016.v29n57/ ; /j/eh/i/2016.v29n58/ ; /j/eh/i/2016.v29n59/,3
Estudos Históricos (Rio de Janeiro),2015,/j/eh/i/2015.v28n55/ ; /j/eh/i/2015.v28n56/,2
Estudos Históricos (Rio de Janeiro),2014,/j/eh/i/2014.v27n53/ ; /j/eh/i/2014.v27n54/,2
Estudos Históricos (Rio de Janeiro),2013,/j/eh/i/2013.v26n51/ ; /j/eh/i/2013.v26n52/,2
Estudos Históricos (Rio de Janeiro),2012,/j/eh/i/2012.v25n49/ ; /j/eh/i/2012.v25n50/,2
Estudos Históricos (Rio de Janeiro),2011,/j/eh/i/2011.v24n47/ ; /j/eh/i/2011.v24n48/,2
Estudos Históricos (Rio de Janeiro),2010,/j/eh/i/2010.v23n45/ ; /j/eh/i/2010.v23n46/,2
Estudos Históricos (Rio de Janeiro),2009,/j/eh/i/2009.v22n43/ ; /j/eh/i/2009.v22n44/,2
Estudos Históricos (Rio de Janeiro),2008,/j/eh/i/2008.v21n41/ ; /j/eh/i/2008.v21n42/,2
Fractal: Revista de Psicologia,2021,/j/fractal/i/2021.v33n1/,1
Fractal: Revista de Psicologia,2020,/j/fractal/i/2020.v32n1/ ; /j/fractal/i/2020.v32n2/ ; /j/fractal/i/2020.v32n3/ ; /j/fractal/i/2020.v32nspe/,4
Fractal: Revista de Psicologia,2019,/j/fractal/i/2019.v31n1/ ; /j/fractal/i/2019.v31n2/ ; /j/fractal/i/2019.v31n3/ ; /j/fractal/i/2019.v31nspe/,4
Fractal: Revista de Psicologia,2018,/j/fractal/i/2018.v30n1/ ; /j/fractal/i/2018.v30n2/ ; /j/fractal/i/2018.v30n3/,3
